RUN	performance.BasicScript	basicscript	1603852343552	 	3.3.1
REQUEST	15		request_1	1603852345211	1603852347827	OK	 
REQUEST	106		request_1	1603852345228	1603852347828	OK	 
REQUEST	3		request_1	1603852345191	1603852347829	OK	 
REQUEST	104		request_1	1603852345228	1603852347828	OK	 
REQUEST	79		request_1	1603852345223	1603852347909	OK	 
REQUEST	98		request_1	1603852345227	1603852347910	OK	 
REQUEST	8		request_1	1603852345191	1603852347908	OK	 
REQUEST	16		request_1	1603852345200	1603852347911	OK	 
USER	Not Friendly and Open Scenario	114	START	1603852348152	1603852348152
REQUEST	47		request_1	1603852345215	1603852348472	OK	 
REQUEST	105		request_1	1603852345236	1603852348475	OK	 
REQUEST	70		request_1	1603852345221	1603852348483	OK	 
USER	Not Friendly and Open Scenario	115	START	1603852349151	1603852349151
REQUEST	14		request_1	1603852345199	1603852349473	OK	 
REQUEST	30		request_1	1603852345209	1603852349474	OK	 
REQUEST	92		request_1	1603852345226	1603852349476	OK	 
REQUEST	65		request_1	1603852345220	1603852349483	OK	 
USER	Not Friendly and Open Scenario	116	START	1603852350152	1603852350152
REQUEST	74		request_1	1603852345233	1603852350485	OK	 
REQUEST	83		request_1	1603852345224	1603852350479	OK	 
REQUEST	112		request_1	1603852346385	1603852350491	OK	 
REQUEST	12		request_1	1603852345196	1603852350491	OK	 
USER	Not Friendly and Open Scenario	117	START	1603852351152	1603852351152
REQUEST	7		request_1	1603852345191	1603852351519	OK	 
REQUEST	80		request_1	1603852345233	1603852351525	OK	 
REQUEST	58		request_1	1603852345218	1603852351527	OK	 
REQUEST	95		request_1	1603852345227	1603852351533	OK	 
REQUEST	89		request_1	1603852345225	1603852351535	OK	 
REQUEST	53		request_1	1603852345216	1603852351536	OK	 
REQUEST	64		request_1	1603852345220	1603852351538	OK	 
USER	Not Friendly and Open Scenario	118	START	1603852352142	1603852352142
REQUEST	11		request_1	1603852345192	1603852352523	OK	 
REQUEST	55		request_1	1603852345217	1603852352533	OK	 
REQUEST	42		request_1	1603852345213	1603852352536	OK	 
REQUEST	86		request_1	1603852345224	1603852352540	OK	 
USER	Not Friendly and Open Scenario	119	START	1603852353152	1603852353152
REQUEST	57		request_1	1603852345217	1603852353536	OK	 
REQUEST	72		request_1	1603852345226	1603852353538	OK	 
REQUEST	88		request_1	1603852345225	1603852353549	OK	 
REQUEST	10		request_1	1603852345191	1603852353552	OK	 
REQUEST	4		request_1	1603852345192	1603852353561	OK	 
REQUEST	73		request_1	1603852345222	1603852353569	OK	 
REQUEST	101		request_1	1603852345227	1603852353572	OK	 
REQUEST	33		request_1	1603852345219	1603852353592	OK	 
REQUEST	13		request_1	1603852345198	1603852353595	OK	 
REQUEST	71		request_1	1603852345222	1603852353599	OK	 
REQUEST	84		request_1	1603852345224	1603852353601	OK	 
REQUEST	26		request_1	1603852345206	1603852353604	OK	 
USER	Not Friendly and Open Scenario	120	START	1603852354152	1603852354152
REQUEST	44		request_1	1603852345214	1603852354568	OK	 
REQUEST	48		request_1	1603852345215	1603852354595	OK	 
REQUEST	114		request_1	1603852348154	1603852354599	OK	 
REQUEST	117		request_1	1603852351153	1603852354601	OK	 
REQUEST	118		request_1	1603852352144	1603852354602	OK	 
REQUEST	87		request_1	1603852345224	1603852354602	OK	 
REQUEST	120		request_1	1603852354153	1603852354603	OK	 
USER	Not Friendly and Open Scenario	121	START	1603852355151	1603852355151
USER	Not Friendly and Open Scenario	122	START	1603852355341	1603852355341
USER	Not Friendly and Open Scenario	123	START	1603852355542	1603852355542
REQUEST	121		request_1	1603852355153	1603852355574	OK	 
REQUEST	116		request_1	1603852350154	1603852355579	OK	 
REQUEST	81		request_1	1603852345223	1603852355610	OK	 
REQUEST	97		request_1	1603852345236	1603852355616	OK	 
REQUEST	110		request_1	1603852345229	1603852355617	OK	 
USER	Not Friendly and Open Scenario	124	START	1603852355742	1603852355742
USER	Not Friendly and Open Scenario	125	START	1603852355941	1603852355941
USER	Not Friendly and Open Scenario	126	START	1603852356142	1603852356142
USER	Not Friendly and Open Scenario	127	START	1603852356352	1603852356352
USER	Not Friendly and Open Scenario	128	START	1603852356552	1603852356552
REQUEST	122		request_1	1603852355342	1603852356573	OK	 
REQUEST	21		request_1	1603852345204	1603852356619	OK	 
REQUEST	43		request_1	1603852345213	1603852356624	OK	 
REQUEST	68		request_1	1603852345220	1603852356627	OK	 
USER	Not Friendly and Open Scenario	129	START	1603852356751	1603852356751
USER	Not Friendly and Open Scenario	130	START	1603852356952	1603852356952
USER	Not Friendly and Open Scenario	131	START	1603852357152	1603852357152
USER	Not Friendly and Open Scenario	132	START	1603852357352	1603852357352
USER	Not Friendly and Open Scenario	133	START	1603852357551	1603852357551
REQUEST	123		request_1	1603852355543	1603852357574	OK	 
REQUEST	94		request_1	1603852345226	1603852357624	OK	 
REQUEST	5		request_1	1603852345191	1603852357632	OK	 
REQUEST	62		request_1	1603852345220	1603852357630	OK	 
REQUEST	17		request_1	1603852345201	1603852357640	OK	 
USER	Not Friendly and Open Scenario	134	START	1603852357752	1603852357752
USER	Not Friendly and Open Scenario	135	START	1603852357952	1603852357952
USER	Not Friendly and Open Scenario	136	START	1603852358152	1603852358152
USER	Not Friendly and Open Scenario	137	START	1603852358351	1603852358351
USER	Not Friendly and Open Scenario	138	START	1603852358552	1603852358552
REQUEST	125		request_1	1603852355942	1603852358578	OK	 
REQUEST	49		request_1	1603852345215	1603852358638	OK	 
REQUEST	85		request_1	1603852345224	1603852358646	OK	 
REQUEST	41		request_1	1603852345212	1603852358647	OK	 
REQUEST	82		request_1	1603852345224	1603852358648	OK	 
REQUEST	59		request_1	1603852345218	1603852358653	OK	 
REQUEST	6		request_1	1603852345191	1603852358661	OK	 
REQUEST	23		request_1	1603852345204	1603852358663	OK	 
REQUEST	115		request_1	1603852349153	1603852358675	OK	 
REQUEST	119		request_1	1603852353153	1603852358695	OK	 
USER	Not Friendly and Open Scenario	139	START	1603852358751	1603852358751
USER	Not Friendly and Open Scenario	140	START	1603852358951	1603852358951
USER	Not Friendly and Open Scenario	141	START	1603852359152	1603852359152
USER	Not Friendly and Open Scenario	142	START	1603852359351	1603852359351
USER	Not Friendly and Open Scenario	143	START	1603852359552	1603852359552
REQUEST	126		request_1	1603852356143	1603852359587	OK	 
REQUEST	18		request_1	1603852345202	1603852359639	OK	 
REQUEST	36		request_1	1603852345212	1603852359641	OK	 
REQUEST	63		request_1	1603852345220	1603852359652	OK	 
REQUEST	76		request_1	1603852345223	1603852359654	OK	 
REQUEST	124		request_1	1603852355742	1603852359705	OK	 
USER	Not Friendly and Open Scenario	144	START	1603852359751	1603852359751
USER	Not Friendly and Open Scenario	145	START	1603852359952	1603852359952
USER	Not Friendly and Open Scenario	146	START	1603852360151	1603852360151
USER	Not Friendly and Open Scenario	147	START	1603852360351	1603852360351
USER	Not Friendly and Open Scenario	148	START	1603852360552	1603852360552
REQUEST	129		request_1	1603852356752	1603852360600	OK	 
REQUEST	130		request_1	1603852356954	1603852360608	OK	 
REQUEST	131		request_1	1603852357153	1603852360612	OK	 
REQUEST	67		request_1	1603852345227	1603852360659	OK	 
REQUEST	128		request_1	1603852356553	1603852360706	OK	 
REQUEST	127		request_1	1603852356353	1603852360706	OK	 
USER	Not Friendly and Open Scenario	149	START	1603852360751	1603852360751
USER	Not Friendly and Open Scenario	150	START	1603852360951	1603852360951
USER	Not Friendly and Open Scenario	151	START	1603852361152	1603852361152
USER	Not Friendly and Open Scenario	152	START	1603852361352	1603852361352
USER	Not Friendly and Open Scenario	153	START	1603852361553	1603852361553
REQUEST	132		request_1	1603852357354	1603852361629	OK	 
REQUEST	134		request_1	1603852357753	1603852361634	OK	 
REQUEST	22		request_1	1603852345204	1603852361663	OK	 
REQUEST	113		request_1	1603852347172	1603852361666	OK	 
REQUEST	100		request_1	1603852345227	1603852361668	OK	 
REQUEST	133		request_1	1603852357553	1603852361707	OK	 
USER	Not Friendly and Open Scenario	154	START	1603852361751	1603852361751
USER	Not Friendly and Open Scenario	155	START	1603852361952	1603852361952
USER	Not Friendly and Open Scenario	156	START	1603852362152	1603852362152
USER	Not Friendly and Open Scenario	157	START	1603852362352	1603852362352
USER	Not Friendly and Open Scenario	158	START	1603852362558	1603852362558
REQUEST	15		request_2	1603852357853	1603852362637	OK	 
REQUEST	104		request_2	1603852357853	1603852362641	OK	 
REQUEST	98		request_2	1603852357923	1603852362641	OK	 
REQUEST	20		request_1	1603852345203	1603852362664	OK	 
REQUEST	109		request_1	1603852345229	1603852362665	OK	 
REQUEST	61		request_1	1603852345219	1603852362668	OK	 
USER	Friendly and CLosed Scenario	15	END	1603852345199	1603852362669
USER	Not Friendly and Open Scenario	104	END	1603852345228	1603852362669
USER	Friendly and CLosed Scenario	98	END	1603852345226	1603852362670
REQUEST	66		request_1	1603852345222	1603852362670	OK	 
REQUEST	25		request_2	1603852357853	1603852362711	OK	 
USER	Friendly and CLosed Scenario	25	END	1603852345205	1603852362712
REQUEST	106		request_2	1603852357853	1603852362712	OK	 
USER	Not Friendly and Open Scenario	106	END	1603852345228	1603852362712
REQUEST	3		request_2	1603852357853	1603852362718	OK	 
USER	Friendly and CLosed Scenario	3	END	1603852345154	1603852362718
USER	Not Friendly and Open Scenario	159	START	1603852362752	1603852362752
USER	Not Friendly and Open Scenario	160	START	1603852362952	1603852362952
USER	Not Friendly and Open Scenario	161	START	1603852363152	1603852363152
USER	Not Friendly and Open Scenario	162	START	1603852363351	1603852363351
USER	Not Friendly and Open Scenario	163	START	1603852363552	1603852363552
REQUEST	79		request_2	1603852357923	1603852363650	OK	 
USER	Friendly and CLosed Scenario	79	END	1603852345223	1603852363650
REQUEST	103		request_1	1603852345228	1603852363668	OK	 
REQUEST	111		request_1	1603852345236	1603852363670	OK	 
REQUEST	29		request_1	1603852345208	1603852363672	OK	 
REQUEST	75		request_1	1603852345222	1603852363673	OK	 
REQUEST	8		request_2	1603852357923	1603852363718	OK	 
USER	Friendly and CLosed Scenario	8	END	1603852345160	1603852363718
USER	Not Friendly and Open Scenario	164	START	1603852363751	1603852363751
USER	Not Friendly and Open Scenario	165	START	1603852363951	1603852363951
USER	Not Friendly and Open Scenario	166	START	1603852364152	1603852364152
USER	Not Friendly and Open Scenario	167	START	1603852364352	1603852364352
USER	Not Friendly and Open Scenario	168	START	1603852364551	1603852364551
REQUEST	16		request_2	1603852357933	1603852364674	OK	 
USER	Friendly and CLosed Scenario	16	END	1603852345199	1603852364675
REQUEST	1		request_1	1603852345191	1603852364677	OK	 
REQUEST	137		request_1	1603852358353	1603852364719	OK	 
REQUEST	135		request_1	1603852357954	1603852364719	OK	 
REQUEST	105		request_2	1603852358493	1603852364723	OK	 
REQUEST	142		request_1	1603852359352	1603852364723	OK	 
USER	Not Friendly and Open Scenario	105	END	1603852345228	1603852364724
USER	Not Friendly and Open Scenario	169	START	1603852364752	1603852364752
USER	Not Friendly and Open Scenario	170	START	1603852364951	1603852364951
USER	Not Friendly and Open Scenario	171	START	1603852365151	1603852365151
USER	Not Friendly and Open Scenario	172	START	1603852365351	1603852365351
USER	Not Friendly and Open Scenario	173	START	1603852365551	1603852365551
REQUEST	136		request_1	1603852358153	1603852365653	OK	 
REQUEST	39		request_1	1603852345212	1603852365677	OK	 
REQUEST	65		request_2	1603852359503	1603852365726	OK	 
USER	Friendly and CLosed Scenario	65	END	1603852345220	1603852365727
USER	Not Friendly and Open Scenario	174	START	1603852365752	1603852365752
USER	Not Friendly and Open Scenario	175	START	1603852365952	1603852365952
USER	Not Friendly and Open Scenario	176	START	1603852366152	1603852366152
USER	Not Friendly and Open Scenario	177	START	1603852366271	1603852366271
USER	Not Friendly and Open Scenario	178	START	1603852366402	1603852366402
USER	Not Friendly and Open Scenario	179	START	1603852366522	1603852366522
USER	Not Friendly and Open Scenario	180	START	1603852366652	1603852366652
REQUEST	47		request_2	1603852358493	1603852366671	OK	 
USER	Friendly and CLosed Scenario	47	END	1603852345214	1603852366672
REQUEST	46		request_1	1603852345214	1603852366677	OK	 
REQUEST	143		request_1	1603852359553	1603852366728	OK	 
REQUEST	112		request_2	1603852360512	1603852366730	OK	 
USER	Not Friendly and Open Scenario	112	END	1603852346384	1603852366733
USER	Not Friendly and Open Scenario	181	START	1603852366771	1603852366771
USER	Not Friendly and Open Scenario	182	START	1603852366901	1603852366901
USER	Not Friendly and Open Scenario	183	START	1603852367021	1603852367021
USER	Not Friendly and Open Scenario	184	START	1603852367151	1603852367151
USER	Not Friendly and Open Scenario	185	START	1603852367272	1603852367272
USER	Not Friendly and Open Scenario	186	START	1603852367402	1603852367402
USER	Not Friendly and Open Scenario	187	START	1603852367522	1603852367522
USER	Not Friendly and Open Scenario	188	START	1603852367652	1603852367652
REQUEST	138		request_1	1603852358553	1603852367697	OK	 
REQUEST	70		request_2	1603852358502	1603852367698	OK	 
USER	Friendly and CLosed Scenario	70	END	1603852345220	1603852367700
REQUEST	50		request_1	1603852345215	1603852367707	OK	 
REQUEST	152		request_1	1603852361353	1603852367731	OK	 
REQUEST	150		request_1	1603852360953	1603852367733	OK	 
USER	Not Friendly and Open Scenario	189	START	1603852367772	1603852367772
USER	Not Friendly and Open Scenario	190	START	1603852367901	1603852367901
USER	Not Friendly and Open Scenario	191	START	1603852368022	1603852368022
USER	Not Friendly and Open Scenario	192	START	1603852368152	1603852368152
USER	Not Friendly and Open Scenario	193	START	1603852368242	1603852368242
USER	Not Friendly and Open Scenario	194	START	1603852368332	1603852368332
USER	Not Friendly and Open Scenario	195	START	1603852368422	1603852368422
USER	Not Friendly and Open Scenario	196	START	1603852368512	1603852368512
USER	Not Friendly and Open Scenario	197	START	1603852368601	1603852368601
REQUEST	140		request_1	1603852358953	1603852368674	OK	 
REQUEST	139		request_1	1603852358752	1603852368674	OK	 
REQUEST	141		request_1	1603852359153	1603852368683	OK	 
USER	Not Friendly and Open Scenario	198	START	1603852368691	1603852368691
REQUEST	34		request_1	1603852345210	1603852368706	OK	 
REQUEST	69		request_1	1603852345221	1603852368713	OK	 
REQUEST	19		request_1	1603852345203	1603852368715	OK	 
REQUEST	58		request_2	1603852361542	1603852368733	OK	 
USER	Friendly and CLosed Scenario	58	END	1603852345217	1603852368734
REQUEST	89		request_2	1603852361543	1603852368735	OK	 
USER	Friendly and CLosed Scenario	89	END	1603852345224	1603852368737
REQUEST	95		request_2	1603852361543	1603852368738	OK	 
USER	Friendly and CLosed Scenario	95	END	1603852345226	1603852368739
USER	Not Friendly and Open Scenario	199	START	1603852368782	1603852368782
USER	Not Friendly and Open Scenario	200	START	1603852368872	1603852368872
USER	Not Friendly and Open Scenario	201	START	1603852368962	1603852368962
USER	Not Friendly and Open Scenario	202	START	1603852369062	1603852369062
USER	Not Friendly and Open Scenario	203	START	1603852369152	1603852369152
USER	Not Friendly and Open Scenario	204	START	1603852369242	1603852369242
USER	Not Friendly and Open Scenario	205	START	1603852369332	1603852369332
USER	Not Friendly and Open Scenario	206	START	1603852369422	1603852369422
USER	Not Friendly and Open Scenario	207	START	1603852369511	1603852369511
USER	Not Friendly and Open Scenario	208	START	1603852369602	1603852369602
REQUEST	92		request_2	1603852359493	1603852369682	OK	 
USER	Friendly and CLosed Scenario	92	END	1603852345225	1603852369683
USER	Not Friendly and Open Scenario	209	START	1603852369691	1603852369691
REQUEST	12		request_2	1603852360512	1603852369737	OK	 
USER	Friendly and CLosed Scenario	12	END	1603852345196	1603852369738
REQUEST	148		request_1	1603852360553	1603852369747	OK	 
REQUEST	154		request_1	1603852361753	1603852369748	OK	 
REQUEST	153		request_1	1603852361555	1603852369749	OK	 
USER	Not Friendly and Open Scenario	210	START	1603852369781	1603852369781
USER	Not Friendly and Open Scenario	211	START	1603852369871	1603852369871
USER	Not Friendly and Open Scenario	212	START	1603852369971	1603852369971
USER	Not Friendly and Open Scenario	213	START	1603852370061	1603852370061
USER	Not Friendly and Open Scenario	214	START	1603852370152	1603852370152
USER	Not Friendly and Open Scenario	215	START	1603852370222	1603852370222
USER	Not Friendly and Open Scenario	216	START	1603852370292	1603852370292
USER	Not Friendly and Open Scenario	217	START	1603852370362	1603852370362
USER	Not Friendly and Open Scenario	218	START	1603852370431	1603852370431
USER	Not Friendly and Open Scenario	219	START	1603852370502	1603852370502
USER	Not Friendly and Open Scenario	220	START	1603852370571	1603852370571
USER	Not Friendly and Open Scenario	221	START	1603852370651	1603852370651
REQUEST	14		request_2	1603852359493	1603852370684	OK	 
USER	Friendly and CLosed Scenario	14	END	1603852345198	1603852370685
REQUEST	30		request_2	1603852359493	1603852370687	OK	 
USER	Friendly and CLosed Scenario	30	END	1603852345209	1603852370690
USER	Not Friendly and Open Scenario	222	START	1603852370722	1603852370722
REQUEST	151		request_1	1603852361153	1603852370773	OK	 
REQUEST	155		request_1	1603852361954	1603852370773	OK	 
USER	Not Friendly and Open Scenario	223	START	1603852370791	1603852370791
USER	Not Friendly and Open Scenario	224	START	1603852370861	1603852370861
USER	Not Friendly and Open Scenario	225	START	1603852370931	1603852370931
USER	Not Friendly and Open Scenario	226	START	1603852371001	1603852371001
USER	Not Friendly and Open Scenario	227	START	1603852371072	1603852371072
USER	Not Friendly and Open Scenario	228	START	1603852371152	1603852371152
USER	Not Friendly and Open Scenario	229	START	1603852371222	1603852371222
USER	Not Friendly and Open Scenario	230	START	1603852371292	1603852371292
USER	Not Friendly and Open Scenario	231	START	1603852371362	1603852371362
USER	Not Friendly and Open Scenario	232	START	1603852371431	1603852371431
USER	Not Friendly and Open Scenario	233	START	1603852371502	1603852371502
USER	Not Friendly and Open Scenario	234	START	1603852371571	1603852371571
USER	Not Friendly and Open Scenario	235	START	1603852371652	1603852371652
REQUEST	144		request_1	1603852359752	1603852371688	OK	 
USER	Not Friendly and Open Scenario	236	START	1603852371721	1603852371721
REQUEST	7		request_2	1603852361542	1603852371771	OK	 
USER	Friendly and CLosed Scenario	7	END	1603852345175	1603852371772
REQUEST	156		request_1	1603852362153	1603852371773	OK	 
REQUEST	157		request_1	1603852362353	1603852371774	OK	 
REQUEST	42		request_2	1603852362553	1603852371773	OK	 
REQUEST	11		request_2	1603852362543	1603852371774	OK	 
USER	Friendly and CLosed Scenario	42	END	1603852345212	1603852371774
USER	Friendly and CLosed Scenario	11	END	1603852345177	1603852371774
REQUEST	55		request_2	1603852362552	1603852371778	OK	 
REQUEST	161		request_1	1603852363153	1603852371778	OK	 
USER	Friendly and CLosed Scenario	55	END	1603852345216	1603852371779
USER	Not Friendly and Open Scenario	237	START	1603852371791	1603852371791
USER	Not Friendly and Open Scenario	238	START	1603852371861	1603852371861
USER	Not Friendly and Open Scenario	239	START	1603852371932	1603852371932
USER	Not Friendly and Open Scenario	240	START	1603852372002	1603852372002
USER	Not Friendly and Open Scenario	241	START	1603852372071	1603852372071
USER	Not Friendly and Open Scenario	242	START	1603852372151	1603852372151
USER	Not Friendly and Open Scenario	243	START	1603852372202	1603852372202
USER	Not Friendly and Open Scenario	244	START	1603852372262	1603852372262
USER	Not Friendly and Open Scenario	245	START	1603852372321	1603852372321
USER	Not Friendly and Open Scenario	246	START	1603852372382	1603852372382
USER	Not Friendly and Open Scenario	247	START	1603852372441	1603852372441
USER	Not Friendly and Open Scenario	248	START	1603852372501	1603852372501
USER	Not Friendly and Open Scenario	249	START	1603852372561	1603852372561
USER	Not Friendly and Open Scenario	250	START	1603852372622	1603852372622
USER	Not Friendly and Open Scenario	251	START	1603852372682	1603852372682
REQUEST	146		request_1	1603852360153	1603852372700	OK	 
REQUEST	145		request_1	1603852359953	1603852372700	OK	 
REQUEST	147		request_1	1603852360353	1603852372701	OK	 
USER	Not Friendly and Open Scenario	252	START	1603852372731	1603852372731
REQUEST	64		request_2	1603852361553	1603852372772	OK	 
USER	Friendly and CLosed Scenario	64	END	1603852345219	1603852372773
REQUEST	158		request_1	1603852362560	1603852372773	OK	 
REQUEST	162		request_1	1603852363353	1603852372779	OK	 
REQUEST	57		request_2	1603852363552	1603852372782	OK	 
USER	Friendly and CLosed Scenario	57	END	1603852345217	1603852372782
USER	Not Friendly and Open Scenario	253	START	1603852372792	1603852372792
USER	Not Friendly and Open Scenario	254	START	1603852372852	1603852372852
USER	Not Friendly and Open Scenario	255	START	1603852372912	1603852372912
